Waste_Record_ID,Inventory_ID,Medicine_ID,Batch_Number,Waste_Date,Expiry_Date,Quantity_Wasted,Unit_Cost,Total_Waste_Value,Waste_Reason,Disposal_Method,Disposal_Status,Reported_By,Warehouse_Location,Remarks
WR000176,INV001084,MED065332,BAT292984,2026-05-16,2027-04-02,179,410.39,73459.81,Overstock,Recycling,Completed,EMP018,WH-A,Low demand
WR000177,INV002328,MED008470,BAT961151,2026-04-05,2027-03-10,17,354.76,6030.92,Damaged,Return to Supplier,Completed,EMP011,WH-C,Packaging damaged
WR000178,INV004877,MED002230,BAT942902,2026-06-24,2025-11-27,85,252.69,21478.65,Damaged,Incineration,Completed,EMP005,WH-C,Broken container
WR000179,INV004631,MED086386,BAT458087,2025-10-19,2025-03-27,84,493.02,41413.68,Expired,Incineration,Completed,EMP005,WH-B,Expired stock removed
WR000180,INV002037,MED093328,BAT566670,2026-07-21,2027-09-07,133,250.14,33268.62,Expired,Return to Supplier,Completed,EMP011,WH-A,Expired stock removed
WR000181,INV004284,MED063482,BAT873008,2026-07-21,2026-11-06,77,77.29,5951.33,Expired,Biohazard Disposal,Completed,EMP003,WH-C,Expired stock removed
WR000182,INV003368,MED071251,BAT465817,2026-03-01,2028-02-29,6,544.74,3268.44,Damaged,Return to Supplier,Pending,EMP003,WH-A,Packaging damaged
WR000183,INV003752,MED048090,BAT448598,2026-07-21,2028-11-10,106,380.91,40376.46,Expired,Incineration,Completed,EMP007,WH-B,Expired stock removed
WR000184,INV001298,MED019445,BAT586993,2026-07-21,2028-04-05,28,486.61,13625.08,Expired,Biohazard Disposal,Completed,EMP006,WH-D,Expired stock removed
WR000185,INV000684,MED057034,BAT799061,2026-02-06,2028-01-14,189,461.96,87310.44,Damaged,Biohazard Disposal,Completed,EMP018,WH-D,Broken container
WR000186,INV000915,MED007452,BAT703016,2026-07-17,2027-05-03,79,157.77,12463.83,Contaminated,Biohazard Disposal,Completed,EMP010,WH-A,Quality issue
WR000187,INV001315,MED064920,BAT861244,2026-04-27,2025-11-17,9,168.9,1520.1,Damaged,Biohazard Disposal,Completed,EMP019,WH-A,Broken container
WR000188,INV003987,MED054442,BAT366670,2026-03-12,2026-08-15,55,423.71,23304.05,Overstock,Incineration,Completed,EMP010,WH-D,Low demand
WR000189,INV004688,MED042596,BAT957683,2026-02-21,2024-08-11,128,339.46,43450.88,Expired,Recycling,Completed,EMP020,WH-D,Expired stock removed
WR000190,INV003130,MED055196,BAT794888,2026-02-10,2025-04-15,5,181.42,907.1,Damaged,Incineration,Completed,EMP019,WH-E,Packaging damaged
WR000191,INV004202,MED063445,BAT968352,2026-07-21,2027-03-15,101,261.8,26441.8,Expired,Incineration,Completed,EMP004,WH-B,Medicine expired
WR000192,INV004260,MED015579,BAT609688,2026-06-01,2025-12-08,8,15.86,126.88,Expired,Biohazard Disposal,Completed,EMP001,WH-A,Medicine expired
WR000193,INV004677,MED090577,BAT908828,2026-07-21,2028-11-29,143,213.93,30591.99,Expired,Return to Supplier,Completed,EMP008,WH-B,Medicine expired
WR000194,INV004475,MED046090,BAT332034,2026-07-21,2026-08-01,89,16.56,1473.84,Expired,Recycling,Completed,EMP010,WH-C,Expired stock removed
WR000195,INV001664,MED104025,BAT757433,2026-07-11,2025-06-04,195,171.48,33438.6,Damaged,Incineration,Completed,EMP018,WH-D,Packaging damaged
WR000196,INV002780,MED027586,BAT640027,2026-07-21,2026-08-17,15,180.64,2709.6,Expired,Biohazard Disposal,Completed,EMP001,WH-D,Medicine expired
WR000197,INV003926,MED014612,BAT366295,2026-07-21,2029-03-02,1,167.04,167.04,Expired,Recycling,Pending,EMP014,WH-D,Medicine expired
WR000198,INV002745,MED090556,BAT803776,2026-07-21,2027-03-11,61,136.34,8316.74,Expired,Incineration,Completed,EMP016,WH-A,Medicine expired
WR000199,INV002341,MED022071,BAT288536,2026-07-21,2026-10-01,53,221.16,11721.48,Expired,Incineration,Completed,EMP005,WH-D,Medicine expired
WR000200,INV000589,MED118631,BAT541467,2026-03-17,2027-04-03,159,418.56,66551.04,Overstock,Recycling,Completed,EMP007,WH-E,Excess inventory
WR000201,INV003413,MED026979,BAT551858,2026-06-28,2027-09-12,149,228.48,34043.52,Contaminated,Incineration,Completed,EMP012,WH-B,Contaminated during storage
WR000202,INV002928,MED021231,BAT374411,2026-02-26,2025-06-24,35,142.4,4984.0,Expired,Incineration,Completed,EMP012,WH-C,Medicine expired
WR000203,INV004239,MED090162,BAT163115,2026-06-09,2026-06-23,76,18.6,1413.6,Overstock,Recycling,Completed,EMP005,WH-E,Low demand
WR000204,INV001984,MED075819,BAT297471,2025-09-18,2025-06-26,24,39.77,954.48,Expired,Return to Supplier,Pending,EMP009,WH-A,Expired stock removed
WR000205,INV004453,MED100210,BAT807906,2026-04-12,2026-04-09,169,457.02,77236.38,Expired,Incineration,Completed,EMP002,WH-A,Expired stock removed
WR000206,INV001031,MED035685,BAT443450,2026-03-16,2025-11-20,136,164.22,22333.92,Damaged,Return to Supplier,Pending,EMP010,WH-C,Broken container
WR000207,INV000242,MED069637,BAT979414,2026-04-10,2025-10-13,54,573.14,30949.56,Damaged,Biohazard Disposal,Completed,EMP007,WH-A,Packaging damaged
WR000208,INV001347,MED090269,BAT815873,2026-04-10,2026-11-16,1,12.48,12.48,Damaged,Incineration,Completed,EMP013,WH-A,Broken container
WR000209,INV003034,MED123517,BAT856530,2026-03-26,2028-07-26,73,586.16,42789.68,Damaged,Return to Supplier,Completed,EMP015,WH-C,Broken container
WR000210,INV004285,MED007247,BAT935226,2026-01-31,2028-05-17,60,211.98,12718.8,Recalled,Recycling,Completed,EMP011,WH-E,Manufacturer recall
WR000211,INV002532,MED000626,BAT387211,2026-02-27,2026-02-18,29,433.49,12571.21,Expired,Return to Supplier,Completed,EMP020,WH-E,Expired stock removed
WR000212,INV003376,MED076012,BAT779182,2026-07-21,2027-08-03,165,448.61,74020.65,Expired,Return to Supplier,Completed,EMP008,WH-D,Expired stock removed
WR000213,INV004262,MED028460,BAT482114,2026-07-03,2028-04-21,122,240.42,29331.24,Overstock,Incineration,Completed,EMP015,WH-A,Low demand
WR000214,INV004110,MED020934,BAT765383,2026-03-04,2028-02-24,194,385.9,74864.6,Damaged,Incineration,Completed,EMP019,WH-E,Packaging damaged
WR000215,INV001958,MED067422,BAT348755,2026-07-21,2027-05-06,197,125.79,24780.63,Expired,Return to Supplier,Completed,EMP010,WH-D,Expired stock removed
WR000216,INV001846,MED023745,BAT196366,2026-05-13,2027-02-14,125,101.82,12727.5,Damaged,Biohazard Disposal,Pending,EMP019,WH-C,Broken container
WR000217,INV002282,MED116527,BAT820333,2026-01-21,2026-01-06,131,184.98,24232.38,Expired,Recycling,Completed,EMP002,WH-A,Medicine expired
WR000218,INV002478,MED095067,BAT412276,2026-06-08,2025-12-08,67,386.37,25886.79,Overstock,Return to Supplier,Completed,EMP013,WH-D,Excess inventory
WR000219,INV001920,MED117874,BAT500878,2026-01-20,2025-12-17,41,80.25,3290.25,Expired,Recycling,Completed,EMP008,WH-C,Expired stock removed
WR000220,INV003175,MED109622,BAT280672,2025-11-29,2025-06-17,122,10.72,1307.84,Expired,Recycling,Completed,EMP020,WH-B,Medicine expired
WR000221,INV004597,MED122015,BAT804244,2026-07-21,2028-04-10,53,51.46,2727.38,Expired,Recycling,Completed,EMP009,WH-A,Expired stock removed
WR000222,INV003267,MED055825,BAT788717,2026-07-21,2027-08-13,110,174.62,19208.2,Expired,Incineration,Completed,EMP011,WH-E,Medicine expired
WR000223,INV004912,MED025144,BAT774812,2026-05-18,2027-07-09,192,393.99,75646.08,Overstock,Biohazard Disposal,Completed,EMP008,WH-B,Excess inventory
WR000224,INV003617,MED020673,BAT125185,2026-01-06,2025-12-13,105,256.8,26964.0,Expired,Incineration,Completed,EMP016,WH-D,Medicine expired
WR000225,INV004831,MED121292,BAT251734,2026-06-11,2026-07-01,31,137.31,4256.61,Overstock,Return to Supplier,Completed,EMP009,WH-B,Low demand
WR000226,INV000825,MED061828,BAT454820,2026-06-20,2026-06-15,135,486.65,65697.75,Expired,Biohazard Disposal,Completed,EMP011,WH-E,Expired stock removed
WR000227,INV000119,MED137005,BAT855855,2026-06-24,2026-10-23,153,251.22,38436.66,Damaged,Incineration,Completed,EMP001,WH-D,Broken container
WR000228,INV000316,MED056235,BAT296242,2026-03-04,2026-09-26,70,25.62,1793.4,Recalled,Return to Supplier,Completed,EMP014,WH-C,Safety recall
WR000229,INV000483,MED047625,BAT767830,2026-07-21,2028-08-25,167,297.74,49722.58,Expired,Recycling,Completed,EMP012,WH-A,Medicine expired
WR000230,INV004765,MED039819,BAT749169,2026-07-21,2027-02-27,125,102.3,12787.5,Expired,Return to Supplier,Completed,EMP016,WH-D,Medicine expired
WR000231,INV003661,MED008695,BAT952128,2026-04-05,2024-11-20,8,366.0,2928.0,Damaged,Recycling,Pending,EMP010,WH-C,Packaging damaged
WR000232,INV000265,MED095677,BAT741003,2026-06-25,2028-03-19,172,508.08,87389.76,Overstock,Incineration,Completed,EMP011,WH-C,Low demand
WR000233,INV003523,MED078697,BAT178683,2026-07-02,2025-11-28,17,506.49,8610.33,Expired,Biohazard Disposal,Completed,EMP015,WH-B,Medicine expired
WR000234,INV002965,MED055847,BAT960909,2026-02-28,2027-04-14,50,304.75,15237.5,Overstock,Incineration,Completed,EMP008,WH-D,Excess inventory
WR000235,INV003033,MED011914,BAT934985,2026-06-10,2024-12-25,152,396.45,60260.4,Damaged,Biohazard Disposal,Completed,EMP004,WH-D,Broken container
WR000236,INV003853,MED128173,BAT905900,2026-04-16,2024-09-09,56,404.56,22655.36,Damaged,Recycling,Completed,EMP009,WH-D,Packaging damaged
WR000237,INV004836,MED081543,BAT833428,2026-07-21,2027-08-30,127,329.68,41869.36,Expired,Recycling,Completed,EMP013,WH-B,Expired stock removed
WR000238,INV002833,MED048804,BAT462570,2026-07-21,2026-08-15,119,79.37,9445.03,Expired,Recycling,Completed,EMP011,WH-A,Medicine expired
WR000239,INV002433,MED106797,BAT224806,2026-06-22,2028-01-03,104,425.32,44233.28,Damaged,Recycling,Completed,EMP019,WH-B,Broken container
WR000240,INV000230,MED119709,BAT117007,2026-07-21,2027-05-25,34,180.64,6141.76,Expired,Recycling,Completed,EMP016,WH-D,Expired stock removed
WR000241,INV001293,MED136292,BAT285973,2025-02-12,2024-11-30,152,418.57,63622.64,Expired,Biohazard Disposal,Completed,EMP003,WH-E,Expired stock removed
WR000242,INV004832,MED095391,BAT966198,2026-06-12,2026-07-06,27,259.54,7007.58,Damaged,Return to Supplier,Pending,EMP004,WH-C,Broken container
WR000243,INV002208,MED027895,BAT976133,2026-07-21,2028-05-25,6,514.6,3087.6,Expired,Incineration,Completed,EMP011,WH-B,Medicine expired
WR000244,INV003058,MED040778,BAT941316,2026-07-21,2028-11-03,190,285.18,54184.2,Expired,Biohazard Disposal,Completed,EMP015,WH-A,Expired stock removed
WR000245,INV003349,MED013319,BAT861907,2026-03-14,2027-11-29,15,444.18,6662.7,Overstock,Return to Supplier,Pending,EMP008,WH-C,Excess inventory
WR000246,INV001490,MED034072,BAT792371,2026-02-03,2024-11-14,10,433.15,4331.5,Contaminated,Incineration,Completed,EMP019,WH-B,Contaminated during storage
WR000247,INV001121,MED040146,BAT410194,2026-07-21,2027-11-28,25,168.19,4204.75,Expired,Incineration,Completed,EMP011,WH-E,Expired stock removed
WR000248,INV001262,MED078754,BAT696985,2026-04-13,2026-01-25,198,433.39,85811.22,Expired,Return to Supplier,Completed,EMP002,WH-B,Expired stock removed
WR000249,INV000388,MED073330,BAT224473,2026-07-12,2029-03-19,50,250.34,12517.0,Overstock,Return to Supplier,Completed,EMP008,WH-A,Excess inventory
WR000250,INV001757,MED019681,BAT125994,2026-03-11,2026-02-10,20,321.36,6427.2,Expired,Return to Supplier,Completed,EMP019,WH-D,Expired stock removed
WR000251,INV002110,MED040913,BAT526638,2026-03-01,2026-02-04,200,595.15,119030.0,Damaged,Incineration,Completed,EMP013,WH-B,Packaging damaged
WR000252,INV000596,MED061943,BAT597643,2026-06-29,2026-05-03,137,12.06,1652.22,Contaminated,Biohazard Disposal,Completed,EMP018,WH-D,Quality issue
WR000253,INV004760,MED011813,BAT543359,2026-07-21,2027-12-22,168,306.9,51559.2,Expired,Incineration,Completed,EMP004,WH-C,Expired stock removed
WR000254,INV000422,MED110982,BAT259797,2026-07-21,2027-05-27,27,191.36,5166.72,Expired,Return to Supplier,Completed,EMP004,WH-D,Expired stock removed
WR000255,INV001070,MED101582,BAT796590,2026-04-22,2026-03-10,102,480.87,49048.74,Damaged,Recycling,Completed,EMP003,WH-B,Broken container
WR000256,INV004884,MED021259,BAT103127,2026-07-21,2026-12-09,71,204.19,14497.49,Expired,Recycling,Completed,EMP014,WH-C,Expired stock removed
WR000257,INV000734,MED109369,BAT513316,2026-07-12,2028-02-10,144,96.5,13896.0,Recalled,Recycling,Completed,EMP009,WH-D,Safety recall
WR000258,INV000767,MED048445,BAT521530,2026-07-21,2028-02-18,192,9.7,1862.4,Expired,Biohazard Disposal,Completed,EMP007,WH-E,Expired stock removed
WR000259,INV000698,MED014840,BAT386643,2026-04-05,2026-05-23,22,129.79,2855.38,Damaged,Recycling,Completed,EMP012,WH-C,Broken container
WR000260,INV002186,MED116754,BAT900745,2026-07-04,2028-07-08,41,142.5,5842.5,Damaged,Biohazard Disposal,Completed,EMP015,WH-C,Packaging damaged
WR000261,INV002444,MED066794,BAT574396,2026-07-21,2027-05-12,66,594.02,39205.32,Expired,Return to Supplier,Completed,EMP017,WH-A,Expired stock removed
WR000262,INV003084,MED045454,BAT938017,2026-07-21,2026-12-24,95,340.41,32338.95,Expired,Incineration,Completed,EMP020,WH-A,Medicine expired
WR000263,INV001619,MED021018,BAT655000,2026-06-20,2025-03-22,195,577.48,112608.6,Overstock,Recycling,Pending,EMP009,WH-D,Excess inventory
WR000264,INV002007,MED091679,BAT118388,2026-07-21,2027-01-17,139,54.81,7618.59,Expired,Return to Supplier,Completed,EMP008,WH-A,Expired stock removed
WR000265,INV004339,MED062990,BAT383220,2026-02-11,2028-10-16,171,151.52,25909.92,Recalled,Return to Supplier,Completed,EMP013,WH-E,Manufacturer recall
WR000266,INV000474,MED005197,BAT863124,2026-07-21,2027-07-30,173,130.29,22540.17,Expired,Biohazard Disposal,Completed,EMP014,WH-A,Expired stock removed
WR000267,INV002266,MED117823,BAT186354,2026-07-21,2028-09-16,43,157.56,6775.08,Expired,Return to Supplier,Completed,EMP019,WH-B,Medicine expired
WR000268,INV003992,MED076194,BAT768098,2026-03-19,2025-11-19,184,576.02,105987.68,Damaged,Biohazard Disposal,Completed,EMP003,WH-B,Broken container
WR000269,INV001914,MED015282,BAT254684,2026-07-21,2027-10-09,134,396.52,53133.68,Expired,Return to Supplier,Completed,EMP011,WH-C,Medicine expired
WR000270,INV003424,MED000320,BAT669736,2026-03-05,2028-05-11,8,596.6,4772.8,Contaminated,Incineration,Completed,EMP020,WH-E,Contaminated during storage
WR000271,INV002043,MED064486,BAT580961,2026-06-02,2025-09-28,100,363.09,36309.0,Expired,Biohazard Disposal,Completed,EMP010,WH-B,Expired stock removed
WR000272,INV000925,MED089524,BAT736975,2026-06-08,2025-03-04,66,112.5,7425.0,Recalled,Incineration,Completed,EMP018,WH-E,Manufacturer recall
WR000273,INV001224,MED039975,BAT188129,2026-07-21,2027-10-13,160,381.59,61054.4,Expired,Incineration,Completed,EMP004,WH-C,Medicine expired
WR000274,INV001410,MED014855,BAT510299,2026-04-04,2027-07-07,124,17.9,2219.6,Overstock,Recycling,Completed,EMP003,WH-E,Low demand
WR000275,INV002939,MED101342,BAT420630,2026-07-18,2027-07-23,160,16.44,2630.4,Overstock,Incineration,Completed,EMP019,WH-E,Excess inventory
WR000276,INV003721,MED042166,BAT672925,2026-02-22,2026-03-05,190,233.71,44404.9,Damaged,Biohazard Disposal,Completed,EMP005,WH-A,Broken container
WR000277,INV000837,MED121962,BAT594932,2026-03-02,2029-05-19,95,140.41,13338.95,Damaged,Biohazard Disposal,Completed,EMP001,WH-D,Packaging damaged
WR000278,INV003104,MED023401,BAT624417,2026-07-21,2027-05-30,132,242.34,31988.88,Expired,Biohazard Disposal,Completed,EMP007,WH-B,Medicine expired
WR000279,INV001163,MED015868,BAT517267,2026-07-21,2027-05-04,113,19.43,2195.59,Expired,Recycling,Completed,EMP018,WH-B,Expired stock removed
WR000280,INV000741,MED079824,BAT760141,2026-06-24,2027-08-23,194,52.11,10109.34,Contaminated,Return to Supplier,Completed,EMP003,WH-B,Quality issue
WR000281,INV002940,MED028879,BAT282994,2026-06-25,2028-08-24,156,203.95,31816.2,Recalled,Incineration,Completed,EMP007,WH-A,Safety recall
WR000282,INV004964,MED028417,BAT732061,2026-04-26,2027-03-22,135,50.92,6874.2,Damaged,Incineration,Completed,EMP008,WH-B,Broken container
WR000283,INV000817,MED021466,BAT712916,2026-07-21,2028-04-17,195,531.71,103683.45,Expired,Return to Supplier,Completed,EMP020,WH-D,Medicine expired
WR000284,INV002281,MED119166,BAT659827,2026-02-22,2027-08-25,11,246.11,2707.21,Overstock,Biohazard Disposal,Completed,EMP016,WH-B,Low demand
WR000285,INV000219,MED131110,BAT744793,2026-01-22,2025-03-14,10,358.4,3584.0,Contaminated,Return to Supplier,Completed,EMP020,WH-A,Contaminated during storage
WR000286,INV004892,MED133758,BAT607582,2026-07-21,2027-11-29,162,31.83,5156.46,Expired,Biohazard Disposal,Completed,EMP005,WH-D,Medicine expired
WR000287,INV002718,MED026905,BAT897734,2026-07-21,2026-05-20,161,150.57,24241.77,Expired,Incineration,Completed,EMP005,WH-A,Medicine expired
WR000288,INV000563,MED034112,BAT581682,2026-06-16,2028-07-07,23,190.03,4370.69,Overstock,Incineration,Completed,EMP018,WH-A,Low demand
WR000289,INV002181,MED069615,BAT357853,2026-07-21,2028-05-21,70,37.68,2637.6,Expired,Biohazard Disposal,Completed,EMP002,WH-C,Medicine expired
WR000290,INV000171,MED107581,BAT844007,2026-04-25,2026-04-18,160,511.56,81849.6,Expired,Recycling,Completed,EMP017,WH-B,Medicine expired
WR000291,INV004369,MED076348,BAT903738,2026-06-21,2026-04-14,107,6.05,647.35,Damaged,Return to Supplier,Completed,EMP004,WH-E,Packaging damaged
WR000292,INV004744,MED067779,BAT980294,2026-05-27,2026-07-10,198,260.45,51569.1,Overstock,Recycling,Completed,EMP018,WH-C,Low demand
WR000293,INV000617,MED131384,BAT439984,2026-07-21,2026-12-09,3,196.35,589.05,Expired,Incineration,Completed,EMP004,WH-A,Medicine expired
WR000294,INV003019,MED136992,BAT601294,2026-07-13,2025-09-29,7,161.9,1133.3,Expired,Recycling,Completed,EMP015,WH-D,Medicine expired
WR000295,INV002190,MED022298,BAT721045,2026-07-21,2028-08-05,147,63.59,9347.73,Expired,Biohazard Disposal,Completed,EMP003,WH-D,Expired stock removed
WR000296,INV001060,MED114082,BAT874992,2026-07-21,2028-01-21,50,410.46,20523.0,Expired,Biohazard Disposal,Completed,EMP010,WH-D,Medicine expired
WR000297,INV000865,MED004948,BAT423851,2026-06-24,2027-10-02,94,373.76,35133.44,Contaminated,Recycling,Completed,EMP009,WH-D,Contaminated during storage
WR000298,INV000608,MED065246,BAT666366,2026-06-13,2025-10-20,192,77.12,14807.04,Expired,Biohazard Disposal,Completed,EMP008,WH-C,Medicine expired
WR000299,INV004218,MED077859,BAT998374,2026-07-21,2027-03-15,93,416.01,38688.93,Expired,Return to Supplier,Completed,EMP006,WH-B,Medicine expired
WR000300,INV000590,MED041528,BAT759868,2026-07-21,2028-09-01,59,395.51,23335.09,Expired,Biohazard Disposal,Completed,EMP011,WH-E,Expired stock removed
WR000301,INV000671,MED115441,BAT130156,2026-05-25,2025-10-10,24,414.39,9945.36,Overstock,Recycling,Completed,EMP019,WH-B,Excess inventory
WR000302,INV000547,MED135030,BAT447195,2026-07-15,2025-02-09,135,100.99,13633.65,Damaged,Biohazard Disposal,Completed,EMP012,WH-E,Packaging damaged
WR000303,INV004309,MED129967,BAT679713,2026-07-21,2028-08-17,5,77.64,388.2,Expired,Recycling,Completed,EMP002,WH-A,Medicine expired
WR000304,INV000163,MED029358,BAT825686,2026-07-21,2028-03-24,165,437.61,72205.65,Expired,Recycling,Completed,EMP004,WH-B,Expired stock removed
WR000305,INV003997,MED008602,BAT211831,2026-07-21,2028-10-09,29,64.39,1867.31,Expired,Incineration,Completed,EMP008,WH-C,Expired stock removed
WR000306,INV000918,MED106890,BAT348617,2026-04-06,2025-03-27,48,574.67,27584.16,Damaged,Biohazard Disposal,Completed,EMP012,WH-E,Packaging damaged
WR000307,INV001510,MED083780,BAT778799,2026-02-04,2028-05-09,65,452.22,29394.3,Overstock,Recycling,Completed,EMP020,WH-B,Excess inventory
WR000308,INV004010,MED123207,BAT692510,2026-07-21,2027-12-01,193,594.58,114753.94,Expired,Return to Supplier,Completed,EMP009,WH-A,Medicine expired
WR000309,INV004040,MED056160,BAT651902,2026-02-23,2026-03-17,163,445.32,72587.16,Overstock,Recycling,Completed,EMP005,WH-A,Low demand
WR000310,INV004846,MED079766,BAT475443,2026-04-01,2029-03-03,42,587.17,24661.14,Damaged,Incineration,Completed,EMP019,WH-A,Broken container
WR000311,INV002523,MED121722,BAT621899,2026-06-17,2026-05-27,26,353.18,9182.68,Expired,Return to Supplier,Completed,EMP014,WH-A,Expired stock removed
WR000312,INV000942,MED025230,BAT624288,2026-07-21,2026-08-01,36,498.75,17955.0,Expired,Return to Supplier,Completed,EMP018,WH-A,Medicine expired
WR000313,INV002982,MED117347,BAT356184,2026-02-02,2027-09-13,46,223.36,10274.56,Damaged,Return to Supplier,Completed,EMP009,WH-A,Packaging damaged
