Medicine_ID,Product_NDC,Generic_Name,Brand_Name,Manufacturer,Active_Ingredient,Strength,Dosage_Form,Route,Pharm_Class,Category_ID,Category_Name
MED004376,10927-003,Oxygen,Oxygen,Purity Cylinder Gases Inc,OXYGEN,990 mL/L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED004551,11344-078,Castor Oil,Castor Oil,"Nice-Pak Products, Llc",CASTOR OIL,1 g/mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED004580,11344-864,Isopropyl Alcohol,Isopropyl Alcohol,"Nice-Pak Products, Llc",ISOPROPYL ALCOHOL,50 mL/100mL,LIQUID,TOPICAL,UNKNOWN,CAT015,Others
MED004711,11523-0150,Miconazole Nitrate,Lotrimin Af Jock Itch,Bayer Healthcare Llc.,MICONAZOLE NITRATE,20 mg/g,POWDER,TOPICAL,Azole Antifungal [EPC],CAT001,Antibiotics
MED004947,0078-0432,Dexmethylphenidate Hydrochloride,Focalin Xr,Novartis Pharmaceuticals Corporation,DEXMETHYLPHENIDATE HYDROCHLORIDE,20 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Central Nervous System Stimulant [EPC],CAT005,Neurology
MED004948,11673-683,Ibuprofen Mini 200 Mg,Ibuprofen Mini,Target Corporation,IBUPROFEN,200 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED004956,11673-824,"Daytime Severe - Acetaminophen, Dextromethorphan Hbr, Guaifenesin, Phenylephrine Hcl, Nighttime Severe-Acetaminophen, Dextromethorphan Hbr, Doxylamine Succinate, Phenylephrine Hcl",Daytime Severe And Nighttime Severe Cold And Flu,Target Corporation,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED004962,11673-918,Diphenhydramine Hcl,Childrens Allergy Relief Dye-Free,Target Corporation,DIPHENHYDRAMINE HYDROCHLORIDE,12.5 mg/5mL,SOLUTION,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED004972,0078-0493,Dexmethylphenidate Hydrochloride,Focalin Xr,Novartis Pharmaceuticals Corporation,DEXMETHYLPHENIDATE HYDROCHLORIDE,15 mg/1,"CAPSULE, EXTENDED RELEASE",ORAL,Central Nervous System Stimulant [EPC],CAT005,Neurology
MED004994,0078-0592,Nilotinib,Tasigna,Novartis Pharmaceuticals Corporation,NILOTINIB HYDROCHLORIDE MONOHYDRATE,150 mg/1,CAPSULE,ORAL,Bcr-Abl Tyrosine Kinase Inhibitors [MoA],CAT012,Ophthalmology
MED005012,11822-5074,Benzethonium Chloride,3 In 1 First Aid Wound Care,Rite Aid Corporation,BENZETHONIUM CHLORIDE,1.3 mg/g,SOLUTION,TOPICAL,UNKNOWN,CAT015,Others
MED005023,11994-017,Perflutren,Definity Rt,"Lantheus Medical Imaging, Inc.",PERFLUTREN,6.52 mg/mL,"INJECTION, SUSPENSION",INTRAVENOUS,Contrast Agent for Ultrasound Imaging [EPC],CAT014,Vitamins & Supplements
MED005056,0078-0986,Siponimod,Mayzent,Novartis Pharmaceuticals Corporation,SIPONIMOD,2 mg/1,"TABLET, FILM COATED",ORAL,Sphingosine 1-Phosphate Receptor Modulators [MoA],CAT010,Allergy
MED005058,13668-359,Pregabalin,Pregabalin,Torrent Pharmaceuticals Limited,PREGABALIN,50 mg/1,CAPSULE,ORAL,UNKNOWN,CAT015,Others
MED005070,13733-250,"Octinoxate, Zinc Oxide, Titanium Dioxide",Missha M Perfect Cover Bb.13,"Able C&C Co., Ltd.",OCTINOXATE,7.5 g/100mL,CREAM,TOPICAL,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED005097,14141-465,"Avobenzone, Octisalate, Octocrylene",Lbel Lumi Age Anti Aging Nourishing Facial With Spf 30,Bel Star Sa,AVOBENZONE,18 mg/mL,EMULSION,TOPICAL,UNKNOWN,CAT015,Others
MED005108,14537-832,"Dextrose Monohydrate, Trisodium Citrate Dihydrate, Sodium Chloride, Sodium Phosphate, Monobasic, Monohydrate, Citric Acid Monohydrate, And Adenine",Additive Formula 3,"Terumo Bct, Ltd",ADENINE,.03 g/100mL,SOLUTION,INTRAVENOUS,Acidifying Activity [MoA],CAT014,Vitamins & Supplements
MED005112,14961-006,Oxygen,Oxygen,"Haun Specialty Gases, Inc.",OXYGEN,990 mL/L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED005118,0093-0311,Loperamide Hydrochloride,Loperamide Hydrochloride,"Teva Pharmaceuticals Usa, Inc.",LOPERAMIDE HYDROCHLORIDE,2 mg/1,CAPSULE,ORAL,Opioid Agonist [EPC],CAT004,Pain Management
MED005165,16714-199,Voriconazole,Voriconazole,Northstar Rx Llc,VORICONAZOLE,200 mg/1,"TABLET, FILM COATED",ORAL,Azole Antifungal [EPC],CAT001,Antibiotics
MED005172,16714-363,Norgestimate And Ethinyl Estradiol,Tri-Linyah,Northstar Rx Llc,UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED005180,16714-527,Ipratropium Bromide,Ipratropium Bromide,Northstar Rx Llc,IPRATROPIUM BROMIDE,42 ug/1,"SPRAY, METERED",NASAL,Anticholinergic [EPC],CAT005,Neurology
MED005197,16714-899,Fexofenadine Hcl,Fexofenadine Hcl,Northstar Rxllc,FEXOFENADINE HYDROCHLORIDE,180 mg/1,TABLET,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED005209,16729-141,Clozapine,Clozapine,Accord Healthcare Inc.,CLOZAPINE,25 mg/1,TABLET,ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED005281,0093-4068,Prazosin Hydrochloride,Prazosin Hydrochloride,"Teva Pharmaceuticals Usa, Inc.",PRAZOSIN HYDROCHLORIDE,2 mg/1,CAPSULE,ORAL,Adrenergic alpha-Antagonists [MoA],CAT003,Diabetes
MED005322,0093-5061,Hydroxyzine Hydrochloride,Hydroxyzine Hydrochloride,"Teva Pharmaceuticals Usa, Inc.",HYDROXYZINE DIHYDROCHLORIDE,25 mg/1,"TABLET, FILM COATED",ORAL,Antihistamine [EPC],CAT006,Respiratory
MED005325,21130-818,Ibuprofen,Signature Care Ibuprofen,Safeway,IBUPROFEN,200 mg/1,"TABLET, FILM COATED",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED005331,21130-931,"Lidocaine Hcl, Benzalkonium Chloride",Signature Select Pain Relieving,Safeway/Albartsons,BENZALKONIUM CHLORIDE,.13 g/100mL,SPRAY,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED005353,21922-041,Fluorouracil,Fluorouracil,"Encube Ethicals, Inc.",FLUOROURACIL,50 mg/mL,SOLUTION,TOPICAL,Nucleic Acid Synthesis Inhibitors [MoA],CAT012,Ophthalmology
MED005500,23155-180,Trimethobenzamide Hydrochloride,Trimethobenzamide Hydrochloride,Heritage Pharmaceuticals Inc. D/B/A Avet Pharmaceuticals Inc.,TRIMETHOBENZAMIDE HYDROCHLORIDE,300 mg/1,CAPSULE,ORAL,Antiemetic [EPC],CAT007,Gastrointestinal
MED005520,23155-796,Doxepin Hydrochloride,Doxepin Hydrochloride,Heritage Pharmaceuticals Inc. D/B/A Avet Pharmaceuticals Inc.,DOXEPIN HYDROCHLORIDE,50 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED005536,23635-582,Oxycodone Hydrochloride,Roxicodone,Specgx Llc,OXYCODONE HYDROCHLORIDE,30 mg/1,TABLET,ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED005551,24208-670,Sulfacetamide Sodium,Sulfacetamide Sodium,Bausch & Lomb Incorporated,SULFACETAMIDE SODIUM,100 mg/mL,SOLUTION/ DROPS,OPHTHALMIC,Sulfonamide Antibacterial [EPC],CAT001,Antibiotics
MED005559,0113-0054,Pseudoephedrine Hydrochloride,Good Sense Suphedrine 12 Hour,L. Perrigo Company,PSEUDOEPHEDRINE HYDROCHLORIDE,120 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,Adrenergic alpha-Agonists [MoA],CAT003,Diabetes
MED005604,24979-240,Lisinopril,Zestril,"Upsher-Smith Laboratories, Llc",LISINOPRIL,10 mg/1,TABLET,ORAL,Angiotensin Converting Enzyme Inhibitor [EPC],CAT003,Diabetes
MED005617,25021-111,Cefoxitin,Cefoxitin,Sagent Pharmaceuticals,CEFOXITIN SODIUM,10 g/1,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,Cephalosporin Antibacterial [EPC],CAT001,Antibiotics
MED005653,27241-167,Doxepin Hydrochloride,Doxepin Hydrochloride,Ajanta Pharma Usa Inc.,DOXEPIN HYDROCHLORIDE,10 mg/1,CAPSULE,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED005674,27854-311,Lidocaine,Flanax Back Pain Relief,Belmora Llc,LIDOCAINE,4 g/100g,PATCH,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED005685,29300-244,Buspirone Hydrochloride,Buspirone Hydrochloride,"Unichem Pharmaceuticals (Usa), Inc.",BUSPIRONE HYDROCHLORIDE,5 mg/1,TABLET,ORAL,UNKNOWN,CAT015,Others
MED005686,0113-1889,Acetaminophen,Good Sense Pain Relief,L. Perrigo Company,ACETAMINOPHEN,500 mg/1,"TABLET, FILM COATED",ORAL,UNKNOWN,CAT015,Others
MED005755,31722-119,Hydromorphone Hydrochloride,Hydromorphone Hydrochloride,"Camber Pharmaceuticals, Inc.",HYDROMORPHONE HYDROCHLORIDE,8 mg/1,"TABLET, EXTENDED RELEASE",ORAL,Full Opioid Agonists [MoA],CAT004,Pain Management
MED005785,31722-540,Desogestrel And Ethinyl Estradiol,Desogestrel And Ethinyl Estradiol,"Camber Pharmaceuticals, Inc.",UNKNOWN,UNKNOWN,KIT,UNKNOWN,UNKNOWN,CAT015,Others
MED005795,31722-707,Famciclovir,Famciclovir,"Camber Pharmaceuticals, Inc.",FAMCICLOVIR,250 mg/1,"TABLET, FILM COATED",ORAL,DNA Polymerase Inhibitors [MoA],CAT012,Ophthalmology
MED005807,31722-907,Pramipexole,Pramipexole,"Camber Pharmaceuticals, Inc.",PRAMIPEXOLE DIHYDROCHLORIDE,.25 mg/1,TABLET,ORAL,Dopamine Agonists [MoA],CAT005,Neurology
MED005815,32909-746,Barium Sulfate,Readi-Cat 2 Creamy Vanilla Smoothie,E-Z-Em Canada Inc,BARIUM SULFATE,20 mg/mL,SUSPENSION,ORAL,Radiographic Contrast Agent [EPC],CAT014,Vitamins & Supplements
MED005824,33342-096,Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,Macleods Pharmaceuticals Limited,TENOFOVIR DISOPROXIL FUMARATE,300 mg/1,"TABLET, FILM COATED",ORAL,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],CAT001,Antibiotics
MED005858,33992-0871,Hydrogen Peroxide,Hydrogen Peroxide,"Greenbrier International, Inc",HYDROGEN PEROXIDE,30 mg/mL,SOLUTION,TOPICAL,UNKNOWN,CAT015,Others
MED005859,0115-5213,Colestipol Hydrochloride,Colestipol Hydrochloride,Amneal Pharmaceuticals Of New York Llc,COLESTIPOL HYDROCHLORIDE,5 g/1,SUSPENSION,ORAL,Bile Acid Sequestrant [EPC],CAT007,Gastrointestinal
MED005868,35000-190,Sodium Fluoride,Colgate Kids Maximum Cavity Protection,Colgate-Palmolive,SODIUM FLUORIDE,1.1 mg/g,"GEL, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED005870,35000-213,Sodium Fluoride,Colgate Maxfresh Charcoal,Colgate-Palmolive Company,SODIUM FLUORIDE,1.1 mg/g,"GEL, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED005889,35573-448,Leflunomide,Leflunomide,"Burel Pharmaceuticals, Llc",LEFLUNOMIDE,20 mg/1,"TABLET, FILM COATED",ORAL,Antirheumatic Agent [EPC],CAT004,Pain Management
MED005921,36800-417,"Naproxen Sodium, Pseudoephedrine Hcl",Topcare Sinus And Cold D,Topco Associates Llc,NAPROXEN SODIUM,220 mg/1,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,Adrenergic alpha-Agonists [MoA],CAT003,Diabetes
MED005943,36800-921,"Acetaminophen, Dextromethorphan Hydrobromide, And Phenylephrine Hydrochloride",Cold Max Daytime,Topco Associates Llc,ACETAMINOPHEN,325 mg/1,"TABLET, COATED",ORAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED005950,37000-049,Sodium Fluoride,Kids Crest Cavity Protection Sparkle Fun,The Procter & Gamble Manufacturing Company,SODIUM FLUORIDE,1.5 mg/g,"PASTE, DENTIFRICE",DENTAL,UNKNOWN,CAT015,Others
MED005953,0121-0678,Nortriptyline Hydrochloride,Nortriptyline Hydrochloride,"Pai Holdings, Llc Dba Pai Pharma",NORTRIPTYLINE HYDROCHLORIDE,10 mg/5mL,SOLUTION,ORAL,Tricyclic Antidepressant [EPC],CAT005,Neurology
MED006084,37662-1118,Cobaltum Phosphoricum,Cobaltum Phosphoricum,"Hahnemann Laboratories, Inc.",COBALTOUS PHOSPHATE,100 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006092,37662-1240,Secale Cornutum,Secale Cornutum,"Hahnemann Laboratories, Inc.",CLAVICEPS PURPUREA SCLEROTIUM,12 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006106,0126-0032,Sodium Fluoride,Colgate Phos-Flur Ortho Defense Alcohol Free Anticavity Mint Fluoride,"Colgate Oral Pharmaceuticals, Inc.",SODIUM FLUORIDE,2 mg/10mL,RINSE,DENTAL,UNKNOWN,CAT015,Others
MED006115,37662-1411,Ratanhia,Ratanhia,"Hahnemann Laboratories, Inc.",KRAMERIA LAPPACEA ROOT,1 [hp_Q]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006116,37662-1421,Ranunculus Bulbosus,Ranunculus Bulbosus,"Hahnemann Laboratories, Inc.",RANUNCULUS BULBOSUS,12 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006121,37662-1481,Kali Carbonicum,Kali Carbonicum,"Hahnemann Laboratories, Inc.",POTASSIUM CARBONATE,10 [hp_M]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006150,37662-1681,Hyoscyamus Niger,Hyoscyamus Niger,"Hahnemann Laboratories, Inc.",HYOSCYAMUS NIGER,6 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006154,37662-1723,Ipecacuanha,Ipecacuanha,"Hahnemann Laboratories, Inc.",IPECAC,6 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006164,37662-1819,Mercurius Dulcis,Mercurius Dulcis,"Hahnemann Laboratories, Inc.",CALOMEL,12 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006269,37662-2725,Argentum Iodatum,Argentum Iodatum,"Hahnemann Laboratories, Inc.",SILVER IODIDE,10 [hp_M]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006330,37662-3235,Praseodymium Metallicum,Praseodymium Metallicum,"Hahnemann Laboratories, Inc.",PRASEODYMIUM,500 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006349,37662-3368,Stannum Arsenatum,Stannum Arsenatum,"Hahnemann Laboratories, Inc.",TIN MONOARSENIDE,12 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006363,37662-3452,Abrotanum,Abrotanum,"Hahnemann Laboratories, Inc.",ARTEMISIA ABROTANUM FLOWERING TOP,200 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006370,37662-3504,Aluminium Carbonicum,Aluminium Carbonicum,"Hahnemann Laboratories, Inc.",ALUMINUM CARBONATE,6 [hp_C]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED006428,0143-9135,Mitomycin,Mitomycin,Hikma Pharmaceuticals Usa Inc.,MITOMYCIN,20 mg/1,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,Alkylating Activity [MoA],CAT012,Ophthalmology
MED006448,0006-5003,Letermovir,Prevymis,Merck Sharp & Dohme Llc,LETERMOVIR,20 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,Cytochrome P450 2C19 Inducers [MoA],CAT014,Vitamins & Supplements
MED006470,37808-483,Menthol,Heb Sf Honey Lemon Cough Drops,Heb,MENTHOL,7.6 mg/1,LOZENGE,ORAL,UNKNOWN,CAT015,Others
MED006514,41163-367,Diphenhydramine Hcl,Nighttime Sleep Aid,"United Natural Foods, Inc. Dba Unfi",DIPHENHYDRAMINE HYDROCHLORIDE,25 mg/1,"TABLET, FILM COATED",ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED006520,41163-648,Phenylephrine Hydrochloride,Equaline Nasal,"United Natural Foods, Inc. Dba Unfi",PHENYLEPHRINE HYDROCHLORIDE,1 g/100mL,SPRAY,NASAL,Adrenergic alpha1-Agonists [MoA],CAT003,Diabetes
MED006534,41167-0291,Magnesium Hydroxide,Dulcolax Liquid,"Chattem, Inc.",MAGNESIUM HYDROXIDE,1200 mg/15mL,LIQUID,ORAL,Calculi Dissolution Agent [EPC],CAT007,Gastrointestinal
MED006562,41250-349,Omeprazole,Omeprazole,Meijer Distribution Inc,OMEPRAZOLE,20 mg/1,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",ORAL,Cytochrome P450 2C19 Inhibitors [MoA],CAT014,Vitamins & Supplements
MED006563,41250-351,Lidocaine Hydrochloride,Meijer Odor Free Analgesic Pain Relieving Topical Analgesic,"Meijer Distribution, Inc",LIDOCAINE HYDROCHLORIDE,40 mg/mL,LIQUID,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED006582,41250-598,"Tetrahydrozoline Hci, Zinc Sulfate",Meijer Seasonal Itching And Redness Relief,"Meijer Distribution, Inc.",TETRAHYDROZOLINE HYDROCHLORIDE,.05 g/100mL,SOLUTION/ DROPS,OPHTHALMIC,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED006589,41250-780,Aspirin,Aspirin 81 Mg,Meijer,ASPIRIN,81 mg/1,"TABLET, DELAYED RELEASE",ORAL,Anti-Inflammatory Agents,CAT004,Pain Management
MED006612,41520-301,Cetirizine Hcl,Careone Childrens Allergy Relief,American Sales Company,CETIRIZINE HYDROCHLORIDE,5 mg/5mL,SOLUTION,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED006616,41520-881,Pseudoephedrine Hcl,Careone Nasal And Sinus Decongestant,American Sales Company,PSEUDOEPHEDRINE HYDROCHLORIDE,30 mg/1,"TABLET, FILM COATED",ORAL,Adrenergic alpha-Agonists [MoA],CAT003,Diabetes
MED006717,42571-464,Arformoterol Tartrate,Arformoterol Tartrate,Micro Labs Limited,ARFORMOTEROL TARTRATE,15 ug/2mL,SOLUTION,RESPIRATORY (INHALATION),Adrenergic beta2-Agonists [MoA],CAT003,Diabetes
MED006736,42708-009,Metformin Hcl,Metformin Hcl,"Qpharma, Inc.",METFORMIN HYDROCHLORIDE,500 mg/1,TABLET,ORAL,Biguanide [EPC],CAT002,Cardiovascular
MED006756,42794-081,Acitretin,Acitretin,"Sigmapharm Laboratories, Llc",ACITRETIN,17.5 mg/1,CAPSULE,ORAL,Retinoid [EPC],CAT008,Dermatology
MED006825,0168-0056,Betamethasone Dipropionate,Betamethasone Dipropionate,"E. Fougera & Co. A Division Of Fougera Pharmaceuticals, Llc",BETAMETHASONE DIPROPIONATE,.5 mg/g,OINTMENT,TOPICAL,Corticosteroid Hormone Receptor Agonists [MoA],CAT004,Pain Management
MED006838,43066-006,Docetaxel,Docetaxel,Baxter Healthcare Corporation,DOCETAXEL,10 mg/mL,"INJECTION, SOLUTION",INTRAVENOUS,Microtubule Inhibition [PE],CAT012,Ophthalmology
MED006919,43547-398,Hydrochlorothiazide,Hydrochlorothiazide,"Solco Healthcare U.S., Llc",HYDROCHLOROTHIAZIDE,50 mg/1,TABLET,ORAL,Increased Diuresis [PE],CAT003,Diabetes
MED007027,0173-0882,Fluticasone Furoate And Vilanterol Trifenatate,Breo Ellipta,Glaxosmithkline Llc,FLUTICASONE FUROATE,200 ug/1,POWDER,RESPIRATORY (INHALATION),Adrenergic beta2-Agonists [MoA],CAT003,Diabetes
MED007114,45146-110,Articaine Hydrochloride And Epinephrine Bitartrate,Orabloc,Pierrel S.P.A.,ARTICAINE HYDROCHLORIDE,40 mg/mL,INJECTION,SUBMUCOSAL,Adrenergic alpha-Agonists [MoA],CAT003,Diabetes
MED007116,45567-0040,Tc 99M Medronate,Kit For The Preparation Of Technetium Tc 99M Medronate,"Sun Pharmaceutical Industries, Inc.",TECHNETIUM TC-99M MEDRONATE,20 mg/10mL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,Radioactive Diagnostic Agent [EPC],CAT014,Vitamins & Supplements
MED007153,46122-775,Diphenhydramine Hcl,Nighttime Sleep-Aid,Amerisource Bergen,DIPHENHYDRAMINE HYDROCHLORIDE,50 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED007166,46708-135,Quetiapine Fumarate,Quetiapine Fumarate,Alembic Pharmaceuticals Limited,QUETIAPINE FUMARATE,50 mg/1,"TABLET, FILM COATED",ORAL,Atypical Antipsychotic [EPC],CAT005,Neurology
MED007183,46708-373,Macitentan,Macitentan,Alembic Pharmaceuticals Limited,MACITENTAN,10 mg/1,"TABLET, FILM COATED",ORAL,Endothelin Receptor Antagonist [EPC],CAT003,Diabetes
MED007197,46708-663,Dapsone,Dapsone,Alembic Pharmaceuticals Limited,DAPSONE,75 mg/g,GEL,TOPICAL,Sulfone [EPC],CAT001,Antibiotics
MED007247,47682-194,Carboxymethylcellulose Sodium,Green Guard Lubricant Eye Drops,Unifirst First Aid Corporation,"CARBOXYMETHYLCELLULOSE SODIUM, UNSPECIFIED",.5 g/100mL,SOLUTION,OPHTHALMIC,UNKNOWN,CAT015,Others
MED007250,47682-319,"Benzalkonium Chloride, Lidocaine Hcl",Green Guard Derma-Caine Burn,Unifirst First Aid Corporation,BENZALKONIUM CHLORIDE,1.3 mg/g,CREAM,TOPICAL,Amide Local Anesthetic [EPC],CAT004,Pain Management
MED007280,48273-012,Medical Air,Medical Air,Keen Compressed Gas Co. Inc.,OXYGEN,210 mL/L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED007303,48951-1117,Arnica Betula B,Arnica Betula B,Uriel Pharmacy Inc.,ARNICA MONTANA,30 [hp_X]/1,PELLET,ORAL,UNKNOWN,CAT015,Others
MED007325,48951-8089,Pulmo Mercurius,Pulmo Mercurius,Uriel Pharmacy Inc.,MERCURY,17 [hp_X]/mL,LIQUID,ORAL,UNKNOWN,CAT015,Others
MED007335,49035-015,Anti-Itch Continuous Spray,Diphenhydramine Hcl And Zinc Acetate,"Wal-Mart Stores, Inc.",DIPHENHYDRAMINE HYDROCHLORIDE,1.5 g/88mL,"AEROSOL, SPRAY",TOPICAL,Copper Absorption Inhibitor [EPC],CAT007,Gastrointestinal
MED007341,49035-101,Antacid Tablets,Equate Ultra Strength Antacid Peppermint Flavor,"Wal-Mart Stores,Inc.,",CALCIUM CARBONATE,1000 mg/1,"TABLET, CHEWABLE",ORAL,UNKNOWN,CAT015,Others
MED007376,49035-978,"Acetaminophen, Dextromethorphan Hbr, Doxylamine Succinate","Nitetime Cold/Flu, Multi-Symptom Relief",Wal-Mart Stores Inc,ACETAMINOPHEN,325 mg/1,"CAPSULE, LIQUID FILLED",ORAL,Antihistamine [EPC],CAT006,Respiratory
MED007381,49283-579,"Methyl Salicylate, Menthol",Heating Pain Relief,Chemco Corporation,MENTHOL,10 g/100mL,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED007385,49348-185,Mineral Oil,Sunmark Mineral Oil Laxative,Strategic Sourcing Services,MINERAL OIL,118 g/118mL,ENEMA,RECTAL,UNKNOWN,CAT015,Others
MED007399,49479-722,Oxygen,Oxygen,Linde Canada Inc.,OXYGEN,990 mL/L,GAS,RESPIRATORY (INHALATION),UNKNOWN,CAT015,Others
MED007417,49580-0314,Diphenhydramine Hcl,Sleep Aid Nighttime,"P & L Development, Llc",DIPHENHYDRAMINE HYDROCHLORIDE,50 mg/30mL,LIQUID,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED007452,49698-006,Chloroxylenol,Asepso Sport Antiseptic,Codaa Switzerland Ag,CHLOROXYLENOL,2.5 mg/g,SOAP,TOPICAL,UNKNOWN,CAT015,Others
MED007479,49967-194,"Avobenzone, Octisalate And Octocrylene",Lancome Paris Visionnaire Broad Spectrum Spf 20 Sunscreen Advanced Multi Correcting All Skin Types,L'Oreal Usa Products Inc,AVOBENZONE,30 mg/g,CREAM,TOPICAL,UNKNOWN,CAT015,Others
MED007502,50072-200,Tecovirimat Monohydrate,Tpoxx,"Siga Technologies, Inc.",TECOVIRIMAT MONOHYDRATE,200 mg/1,CAPSULE,ORAL,Breast Cancer Resistance Protein Inhibitors [MoA],CAT012,Ophthalmology
MED007531,50090-1103,Cetirizine Hydrochloride,Childrens Cetirizine Hydrochloride Sugar Free Grape,A-S Medication Solutions,CETIRIZINE HYDROCHLORIDE,1 mg/mL,SOLUTION,ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED007546,50090-1740,Nystatin,Nystatin,A-S Medication Solutions,NYSTATIN,100000 [USP'U]/mL,SUSPENSION,ORAL,Polyene Antifungal [EPC],CAT001,Antibiotics
MED007548,50090-1830,Clarithromycin,Clarithromycin,A-S Medication Solutions,CLARITHROMYCIN,500 mg/1,"TABLET, FILM COATED",ORAL,Cytochrome P450 3A Inhibitors [MoA],CAT014,Vitamins & Supplements
MED007581,50090-3482,Dapagliflozin,Farxiga,A-S Medication Solutions,DAPAGLIFLOZIN PROPANEDIOL,5 mg/1,"TABLET, FILM COATED",ORAL,Sodium-Glucose Cotransporter 2 Inhibitor [EPC],CAT002,Cardiovascular
MED007591,50090-4130,Valsartan,Valsartan,A-S Medication Solutions,VALSARTAN,320 mg/1,"TABLET, FILM COATED",ORAL,Angiotensin 2 Receptor Antagonists [MoA],CAT003,Diabetes
MED007673,50090-6447,Varenicline,Varenicline,A-S Medication Solutions,VARENICLINE TARTRATE,.5 mg/1,"TABLET, FILM COATED",ORAL,Cholinergic Agonists [MoA],CAT005,Neurology
MED007689,50090-6679,Cetirizine Hydrochloride,Cetirizine Hydrochloride,A-S Medication Solutions,CETIRIZINE HYDROCHLORIDE,10 mg/1,"TABLET, COATED",ORAL,Histamine H1 Receptor Antagonists [MoA],CAT006,Respiratory
MED007722,50090-6983,Levothyroxine Sodium,Levothyroxine Sodium,A-S Medication Solutions,LEVOTHYROXINE SODIUM,.125 mg/1,TABLET,ORAL,Thyroxine [CS],CAT009,Oncology
MED007752,50090-7420,Gabapentin,Gabapentin,A-S Medication Solutions,GABAPENTIN,300 mg/1,CAPSULE,ORAL,Decreased Central Nervous System Disorganized Electrical Activity [PE],CAT005,Neurology
MED007775,50090-7665,Moxifloxacin Hydrochloride,Moxifloxacin Hydrochloride,A-S Medication Solutions,MOXIFLOXACIN HYDROCHLORIDE,400 mg/1,"TABLET, FILM COATED",ORAL,Fluoroquinolone Antibacterial [EPC],CAT001,Antibiotics
